encoder,dataset,model,sample_id,ground_truth_order,predicted_order,correct
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,2,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,3,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,4,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,6,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,7,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,8,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,9,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,10,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,11,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,12,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,13,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,14,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,16,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,17,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,18,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,19,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,20,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,21,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,22,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,23,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,24,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,25,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,26,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,27,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,28,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,29,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,30,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,e5-large-v2,1,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,e5-large-v2,2,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,3,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,4,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,6,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,7,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,8,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,9,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,10,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,11,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,12,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,e5-large-v2,13,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,14,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,16,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,17,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,e5-large-v2,18,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,e5-large-v2,19,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,20,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,21,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,22,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,23,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,e5-large-v2,24,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,25,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,e5-large-v2,26,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,e5-large-v2,27,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,28,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,e5-large-v2,29,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,e5-large-v2,30,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,1,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,2,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,3,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,4,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,5,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,6,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,7,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,8,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,9,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,10,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,11,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,12,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,13,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,14,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,16,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,17,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,18,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,19,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,20,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,21,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,22,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,23,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,24,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,25,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,26,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,27,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,28,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,29,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-base-en-v1.5,30,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,1,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,2,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,3,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,4,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,6,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,7,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,8,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,9,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,10,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,11,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,12,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,13,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,14,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,16,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,17,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,18,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,19,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,20,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,21,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,22,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,23,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,24,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,25,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,26,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,27,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,28,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,29,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_doc_not_tier1,bge-large-en-v1.5,30,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,1,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,2,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,3,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,4,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,5,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,6,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,deberta-v3-large,7,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,8,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,9,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,10,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,11,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,12,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,deberta-v3-large,13,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,14,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,15,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,16,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,17,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,deberta-v3-large,18,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,19,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,20,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,21,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,deberta-v3-large,22,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,23,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,24,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,25,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,26,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,27,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,28,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,deberta-v3-large,29,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,deberta-v3-large,30,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-mpnet-base-v2,1,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,2,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,3,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-mpnet-base-v2,4,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,6,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,7,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,8,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,9,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,10,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,11,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,12,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,13,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,14,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,16,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,17,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,18,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-mpnet-base-v2,19,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-mpnet-base-v2,20,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,21,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,22,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,23,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,24,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,25,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-mpnet-base-v2,26,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,27,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-mpnet-base-v2,28,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-mpnet-base-v2,29,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-mpnet-base-v2,30,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,1,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,2,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,3,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-MiniLM-L6-v2,4,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,all-MiniLM-L6-v2,5,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,6,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,7,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,8,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,9,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,10,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,11,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,12,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,13,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,14,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,15,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,16,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,17,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,18,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,19,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,20,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,21,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,22,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,23,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,24,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,25,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,26,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,27,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,28,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,29,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,all-MiniLM-L6-v2,30,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,1,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,2,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,3,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,4,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,6,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,e5-large-v2,7,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,8,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,9,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,10,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,11,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,12,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,13,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,e5-large-v2,14,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,15,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,16,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,17,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,18,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,19,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,20,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,21,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,22,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,23,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,24,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,25,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,e5-large-v2,26,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,27,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,28,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,29,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,e5-large-v2,30,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,1,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,bge-base-en-v1.5,2,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,3,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,4,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,5,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,bge-base-en-v1.5,6,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,bge-base-en-v1.5,7,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,bge-base-en-v1.5,8,t1 > t2 > t3,t2 > t3 > t1,False
biencoder,ajo_newstyle,bge-base-en-v1.5,9,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,bge-base-en-v1.5,10,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,11,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,12,t1 > t2 > t3,t3 > t1 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,13,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,14,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,15,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,16,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,bge-base-en-v1.5,17,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,18,t1 > t2 > t3,t1 > t3 > t2,False
biencoder,ajo_newstyle,bge-base-en-v1.5,19,t1 > t2 > t3,t1 > t2 > t3,True
biencoder,ajo_newstyle,bge-base-en-v1.5,20,t1 > t2 > t3,t3 > t2 > t1,False
biencoder,ajo_newstyle,bge-base-en-v1.5,21,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,22,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,23,t1 > t2 > t3,t2 > t1 > t3,False
biencoder,ajo_newstyle,bge-base-en-v1.5,24,t1 > t2 > t3,t2 > t3 > t1,False
